date,rank,keyword,count
2026-09-24,1,기침 가슴통증,2
2026-09-24,2,우울증과불면증,2
2026-09-24,3,당뇨 식단,2
2026-09-24,4,공황장애,2
2026-09-24,5,전립선암 증상,2
2026-09-24,6,전립선암,2
2026-09-24,7,면역력 영양제,2
2026-09-24,8,저탄고지 식단,2
2026-09-24,9,유산균,2
2026-09-24,10,유산균추천,2
2026-09-24,11,감기 빨리 낫는법,1
2026-09-24,12,감기 병원,1
2026-09-24,13,감기에 좋은 음식,1
2026-09-24,14,감기,1
2026-09-24,15,감기 유행,1
2026-09-24,16,감기 영화,1
2026-09-24,17,목감기,1
2026-09-24,18,감기약,1
2026-09-24,19,감기 내과,1
2026-09-24,20,감기 수액,1
