date,rank,keyword,count
2026-08-04,1,기침 가슴통증,2
2026-08-04,2,우울증과불면증,2
2026-08-04,3,공황장애,2
2026-08-04,4,공황장애치료,2
2026-08-04,5,전립선암 생존율,2
2026-08-04,6,전립선암,2
2026-08-04,7,면역력 영양제,2
2026-08-04,8,갱년기 영양제,2
2026-08-04,9,유산균,2
2026-08-04,10,유산균추천,2
2026-08-04,11,임신중절수술,2
2026-08-04,12,감기 빨리 낫는법,1
2026-08-04,13,감기 영화,1
2026-08-04,14,감기 병원,1
2026-08-04,15,감기에 좋은 음식,1
2026-08-04,16,감기,1
2026-08-04,17,목감기,1
2026-08-04,18,여름감기,1
2026-08-04,19,감기 유행,1
2026-08-04,20,감기약,1
