date,rank,keyword,count
2026-08-23,1,기침 가슴통증,2
2026-08-23,2,우울증과불면증,2
2026-08-23,3,공황장애,2
2026-08-23,4,공황장애치료,2
2026-08-23,5,전립선암,2
2026-08-23,6,면역력 영양제,2
2026-08-23,7,갱년기 영양제,2
2026-08-23,8,유산균,2
2026-08-23,9,유산균추천,2
2026-08-23,10,자궁근종수술,2
2026-08-23,11,임신중독증,2
2026-08-23,12,감기 빨리 낫는법,1
2026-08-23,13,감기 병원,1
2026-08-23,14,감기에 좋은 음식,1
2026-08-23,15,감기 영화,1
2026-08-23,16,여름감기,1
2026-08-23,17,감기,1
2026-08-23,18,감기약,1
2026-08-23,19,목감기,1
2026-08-23,20,열감기,1
