date,rank,keyword,count
2026-03-15,1,기침 가슴통증,2
2026-03-15,2,우울증과불면증,2
2026-03-15,3,당뇨 식단,2
2026-03-15,4,공황장애,2
2026-03-15,5,공황장애치료,2
2026-03-15,6,전립선암 증상,2
2026-03-15,7,전립선암,2
2026-03-15,8,면역력 영양제,2
2026-03-15,9,유산균,2
2026-03-15,10,유산균추천,2
2026-03-15,11,감기 빨리 낫는법,1
2026-03-15,12,감기에 좋은 음식,1
2026-03-15,13,감기 병원,1
2026-03-15,14,감기 증상,1
2026-03-15,15,감기,1
2026-03-15,16,감기 영화,1
2026-03-15,17,감기 수액,1
2026-03-15,18,감기약,1
2026-03-15,19,감기 내과,1
2026-03-15,20,목감기,1
