date,rank,keyword,count
2026-07-27,1,기침 가슴통증,2
2026-07-27,2,우울증과불면증,2
2026-07-27,3,공황장애,2
2026-07-27,4,전립선암,2
2026-07-27,5,면역력 영양제,2
2026-07-27,6,수면제 처방,2
2026-07-27,7,유산균,2
2026-07-27,8,유산균추천,2
2026-07-27,9,감기 빨리 낫는법,1
2026-07-27,10,감기 영화,1
2026-07-27,11,감기 병원,1
2026-07-27,12,감기에 좋은 음식,1
2026-07-27,13,감기,1
2026-07-27,14,목감기,1
2026-07-27,15,감기 유행,1
2026-07-27,16,열감기,1
2026-07-27,17,여름감기,1
2026-07-27,18,감기약,1
2026-07-27,19,두통 원인,1
2026-07-27,20,두통 없애는법,1
