date,rank,keyword,count
2026-07-25,1,기침 가슴통증,2
2026-07-25,2,우울증과불면증,2
2026-07-25,3,공황장애,2
2026-07-25,4,전립선암,2
2026-07-25,5,면역력 영양제,2
2026-07-25,6,갱년기 영양제,2
2026-07-25,7,수면제 처방,2
2026-07-25,8,유산균,2
2026-07-25,9,유산균추천,2
2026-07-25,10,ADHD약물부작용,2
2026-07-25,11,감기 빨리 낫는법,1
2026-07-25,12,감기 병원,1
2026-07-25,13,감기 영화,1
2026-07-25,14,감기에 좋은 음식,1
2026-07-25,15,감기,1
2026-07-25,16,목감기,1
2026-07-25,17,감기 유행,1
2026-07-25,18,감기 증상,1
2026-07-25,19,여름감기,1
2026-07-25,20,열감기,1
