date,rank,keyword,count
2026-08-14,1,기침 가슴통증,2
2026-08-14,2,우울증과불면증,2
2026-08-14,3,공황장애,2
2026-08-14,4,공황장애치료,2
2026-08-14,5,전립선암,2
2026-08-14,6,면역력 영양제,2
2026-08-14,7,유산균,2
2026-08-14,8,유산균추천,2
2026-08-14,9,임신중독증,2
2026-08-14,10,감기 빨리 낫는법,1
2026-08-14,11,감기 병원,1
2026-08-14,12,감기에 좋은 음식,1
2026-08-14,13,감기 영화,1
2026-08-14,14,여름감기,1
2026-08-14,15,감기,1
2026-08-14,16,목감기,1
2026-08-14,17,열감기,1
2026-08-14,18,감기약,1
2026-08-14,19,감기 유행,1
2026-08-14,20,두통 원인,1
