date,rank,keyword,count
2026-06-29,1,기침 가슴통증,2
2026-06-29,2,우울증과불면증,2
2026-06-29,3,공황장애,2
2026-06-29,4,전립선암,2
2026-06-29,5,면역력 영양제,2
2026-06-29,6,유산균,2
2026-06-29,7,유산균추천,2
2026-06-29,8,감기 빨리 낫는법,1
2026-06-29,9,감기 병원,1
2026-06-29,10,감기에 좋은 음식,1
2026-06-29,11,감기 영화,1
2026-06-29,12,감기,1
2026-06-29,13,감기 유행,1
2026-06-29,14,목감기,1
2026-06-29,15,감기 증상,1
2026-06-29,16,추감기,1
2026-06-29,17,열감기,1
2026-06-29,18,두통 없애는법,1
2026-06-29,19,두통 원인,1
2026-06-29,20,두통 부위,1
