date,rank,keyword,count
2026-09-22,1,기침 가슴통증,2
2026-09-22,2,우울증과불면증,2
2026-09-22,3,당뇨 식단,2
2026-09-22,4,대장암 4기,2
2026-09-22,5,공황장애,2
2026-09-22,6,전립선암 증상,2
2026-09-22,7,전립선암,2
2026-09-22,8,면역력 영양제,2
2026-09-22,9,저탄고지 식단,2
2026-09-22,10,유산균,2
2026-09-22,11,유산균추천,2
2026-09-22,12,자궁근종수술,2
2026-09-22,13,감기 빨리 낫는법,1
2026-09-22,14,감기 병원,1
2026-09-22,15,감기에 좋은 음식,1
2026-09-22,16,감기,1
2026-09-22,17,감기 유행,1
2026-09-22,18,목감기,1
2026-09-22,19,감기 영화,1
2026-09-22,20,감기약,1
