date,rank,keyword,count
2026-08-22,1,기침 가슴통증,2
2026-08-22,2,우울증과불면증,2
2026-08-22,3,공황장애,2
2026-08-22,4,공황장애치료,2
2026-08-22,5,전립선암,2
2026-08-22,6,면역력 영양제,2
2026-08-22,7,갱년기 영양제,2
2026-08-22,8,유산균,2
2026-08-22,9,유산균추천,2
2026-08-22,10,임신중독증,2
2026-08-22,11,감기 빨리 낫는법,1
2026-08-22,12,감기 병원,1
2026-08-22,13,감기에 좋은 음식,1
2026-08-22,14,감기 영화,1
2026-08-22,15,여름감기,1
2026-08-22,16,감기,1
2026-08-22,17,목감기,1
2026-08-22,18,감기약,1
2026-08-22,19,추감기,1
2026-08-22,20,감기 유행,1
