date,rank,keyword,count
2026-03-10,1,기침 가슴통증,2
2026-03-10,2,우울증과불면증,2
2026-03-10,3,당뇨 식단,2
2026-03-10,4,공황장애,2
2026-03-10,5,공황장애치료,2
2026-03-10,6,전립선암,2
2026-03-10,7,유산균,2
2026-03-10,8,유산균추천,2
2026-03-10,9,감기 빨리 낫는법,1
2026-03-10,10,감기 병원,1
2026-03-10,11,감기에 좋은 음식,1
2026-03-10,12,감기 증상,1
2026-03-10,13,감기,1
2026-03-10,14,감기 수액,1
2026-03-10,15,감기약,1
2026-03-10,16,목감기,1
2026-03-10,17,감기 영화,1
2026-03-10,18,감기 내과,1
2026-03-10,19,두통 원인,1
2026-03-10,20,두통 없애는법,1
